"ID","prompt","response","set","lab","responseorder","rating","rater1","rater2","rater3","rater4"
36,"haarfoehn","Autobahnvignette ablösen",12,7,2,1.5,1,2,1,2
36,"haarfoehn","trocknen von Kleidung",12,7,3,1,1,1,1,1
36,"haarfoehn","erzeugen von ""Marilyn Monroe""-Wind bei Fotoshootings",12,7,4,1.5,2,1,1,2
36,"haarfoehn","verjagen von Spinnen und anderem Getier",12,7,5,1.25,2,1,1,1
36,"haarfoehn","Pizza auftauen",12,7,6,1.25,2,1,1,1
36,"haarfoehn","Nagellack trocknen",12,7,7,1,1,1,1,1
36,"haarfoehn","Selbstmord (--> Badewanne)",12,7,8,1,1,1,1,1
37,"haarfoehn","Haare föhnen",12,7,1,0,0,0,0,0
37,"haarfoehn","Kleidertrockner",12,7,2,1,1,1,1,1
37,"haarfoehn","leimtrockner",12,7,3,1,1,1,1,1
37,"haarfoehn","Selbstmordgerät",12,7,4,1,1,1,1,1
38,"haarfoehn","Wäsche trocknen",12,7,1,0.75,1,0,1,1
38,"haarfoehn","Auto trocknen",12,7,2,1,1,1,1,1
38,"haarfoehn","Wattebälle zu verblasen",12,7,3,1.25,2,1,1,1
38,"haarfoehn","Schmutz zusammenföhnen",12,7,4,1.75,2,2,1,2
38,"haarfoehn","Hasen trocken - generell Tiere",12,7,5,0.75,1,1,1,0
38,"haarfoehn","Farben trocknen",12,7,6,1,1,1,1,1
38,"haarfoehn","Staub aus dem Laptop zu föhnen",12,7,7,1.75,3,1,1,2
38,"haarfoehn","sich wärmen",12,7,8,1,1,1,1,1
39,"haarfoehn","schuhe trocknen",12,7,1,1,1,1,1,1
39,"haarfoehn","Hände wärmen",12,7,2,1,1,1,1,1
39,"haarfoehn","Wind bei einem Fotoshooting",12,7,3,1,1,1,1,1
39,"haarfoehn","Nagellack trocknen",12,7,4,1,1,1,1,1
39,"haarfoehn","Staub vom Regal blasen",12,7,5,1.5,2,1,1,2
39,"haarfoehn","Essen aufwärmen",12,7,6,1.25,2,1,1,1
39,"haarfoehn","Luftballon aufblasen",12,7,7,1.75,1,3,1,2
40,"haarfoehn","dinge trocknen",12,7,1,0.75,1,1,0,1
40,"haarfoehn","wind machen",12,7,2,1,1,1,1,1
40,"haarfoehn","gegen kälte",12,7,3,1,1,1,1,1
40,"haarfoehn","mikrofon singen",12,7,4,1.25,1,1,2,1
40,"haarfoehn","hammer",12,7,5,1.5,1,2,2,1
40,"haarfoehn","musik machen",12,7,6,1.5,1,2,2,1
40,"haarfoehn","werfen",12,7,7,0,0,0,0,0
40,"haarfoehn","papier bräunen",12,7,8,1.25,1,1,2,1
40,"haarfoehn","papier verbrennen",12,7,9,1.25,1,1,2,1
41,"haarfoehn","trocknen",12,7,1,0.5,1,1,0,0
41,"haarfoehn","Haare stylen",12,7,2,0.25,0,0,1,0
41,"haarfoehn","härten",12,7,3,0.75,0,1,1,1
41,"haarfoehn","wärmen",12,7,4,0.75,1,1,0,1
41,"haarfoehn","wind machen",12,7,5,1,1,1,1,1
41,"haarfoehn","Luftzug erzeugen",12,7,6,1,1,1,1,1
41,"haarfoehn","wegblasen",12,7,7,0.75,2,1,0,0
41,"haarfoehn","reinigen",12,7,8,0.25,0,1,0,0
41,"haarfoehn","glätten",12,7,9,0.5,0,1,1,0
42,"haarfoehn","Trocknen",12,7,1,0.5,1,1,0,0
42,"haarfoehn","erhitzen",12,7,2,1,1,1,1,1
42,"haarfoehn","wegblasen von staub usw",12,7,3,1.75,2,2,1,2
42,"haarfoehn","als musikinstrument",12,7,4,1.5,1,2,2,1
42,"haarfoehn","zum rhytmus erzeugen",12,7,5,1,1,0,2,1
42,"haarfoehn","zum entfernen von farbe/lack",12,7,6,0.5,1,0,1,0
42,"haarfoehn","um damit einen tischtennisball hochzuhalten",12,7,7,1.75,1,2,2,2
42,"haarfoehn","""aushölen"" und als becher verwenden",12,7,8,1.5,1,1,2,2
43,"haarfoehn","Fliegen",12,7,1,0.5,1,1,0,0
43,"haarfoehn","Flugzeugantrieb",12,7,2,1,1,0,2,1
43,"haarfoehn","Elektrofischen",12,7,3,2.25,1,3,2,3
43,"haarfoehn","Wasserkocher",12,7,4,0.75,1,0,2,0
43,"haarfoehn","Geräuschkulisse",12,7,5,0.75,1,1,0,1
43,"haarfoehn","Fußwärmer",12,7,6,1.25,2,1,1,1
44,"haarfoehn","statt der heizung",12,7,1,1.25,2,1,1,1
44,"haarfoehn","dem haustier eine frisur verpassen =)",12,7,2,0.75,1,1,1,0
44,"haarfoehn","zum auftauen von lebensmittel",12,7,3,1.5,2,2,1,1
44,"haarfoehn","haare föhnen",12,7,4,0,0,0,0,0
44,"haarfoehn","zum trocknen von kleidung",12,7,5,0.75,1,0,1,1
45,"haarfoehn","schuhe trocknen",12,7,1,1,1,1,1,1
45,"haarfoehn","geräusche erzeugen",12,7,2,0.5,1,1,0,0
45,"haarfoehn","sampling",12,7,3,0.5,1,1,0,0
45,"haarfoehn","staub wegblasen",12,7,4,1.5,2,1,1,2
45,"haarfoehn","füße aufwärmen",12,7,5,1,1,1,1,1
45,"haarfoehn","vakum erzeugen",12,7,6,2.25,2,3,2,2
45,"haarfoehn","farbe verteilen",12,7,7,1.5,1,2,2,1
46,"haarfoehn","Füße wärmen",12,7,1,1,1,1,1,1
46,"haarfoehn","siczh mit dem kabel erhängen",12,7,2,1.25,1,2,1,1
46,"haarfoehn","Nasse Bücher trocknen",12,7,3,1,1,1,1,1
46,"haarfoehn","wäsche trocknen",12,7,4,0.75,1,0,1,1
46,"haarfoehn","Farbe trocknen",12,7,5,1,1,1,1,1
46,"haarfoehn","Als Christbaumschmuck",12,7,6,0.5,0,0,2,0
46,"haarfoehn","zerlegen",12,7,7,0.5,1,1,0,0
46,"haarfoehn","dem Feind in dei badewanne werfen",12,7,8,1,1,1,1,1
46,"haarfoehn","damit Musik machen",12,7,9,1.5,1,2,2,1
46,"haarfoehn","den raum beheizen",12,7,10,1.25,2,1,1,1
46,"haarfoehn","Feuer machen",12,7,11,1.25,1,1,1,2
47,"haarfoehn","trocknen",12,7,1,0.5,1,1,0,0
47,"haarfoehn","erwärmen",12,7,2,1,1,1,1,1
47,"haarfoehn","erweichen",12,7,3,1,1,1,1,1
47,"haarfoehn","selbstmord",12,7,4,1,1,1,1,1
47,"haarfoehn","aufblasen",12,7,5,1,1,2,0,1
47,"haarfoehn","energielieferant",12,7,6,0.5,1,1,0,0
47,"haarfoehn","kunstgegenstand",12,7,7,0.75,1,1,1,0
47,"haarfoehn","für massageaufsatz",12,7,8,1.25,0,1,3,1
47,"haarfoehn","beautyaccessoire",12,7,9,0.5,0,1,1,0
48,"haarfoehn","trocknen von früchten",12,7,1,1.25,1,1,2,1
48,"haarfoehn","wärmen von kalten Füssen",12,7,2,1,1,1,1,1
48,"haarfoehn","als pickel-austrockner",12,7,3,1.25,1,2,1,1
48,"haarfoehn","hintergrund-geräusch",12,7,4,1.25,1,2,1,1
48,"haarfoehn","wind simulator",12,7,5,1,1,1,1,1
48,"haarfoehn","segelschiffantrieb",12,7,6,1.5,1,2,2,1
48,"haarfoehn","als mordwaffe",12,7,7,1,1,1,1,1
48,"haarfoehn","als prestige objekt",12,7,8,0.75,1,1,1,0
48,"haarfoehn","sammelobjekt",12,7,9,1,1,1,2,0
48,"haarfoehn","geschenk",12,7,10,0,0,0,0,0
48,"haarfoehn","zum lästig sein",12,7,11,0.5,0,1,1,0
49,"haarfoehn","gegenstände trocknen",12,7,1,0.75,1,1,0,1
49,"haarfoehn","selbstmord",12,7,2,1,1,1,1,1
49,"haarfoehn","spielzeugwaffe",12,7,3,1,1,1,1,1
49,"haarfoehn","acessoir",12,7,4,0.5,0,1,1,0
49,"haarfoehn","zerlegen",12,7,5,0.5,1,1,0,0
50,"haarfoehn","föhnen",12,7,1,0,0,0,0,0
50,"haarfoehn","raum aufheizen",12,7,2,1.25,2,1,1,1
50,"haarfoehn","basteln",12,7,3,1,1,1,1,1
50,"haarfoehn","wäsche trocknen",12,7,4,0.75,1,0,1,1
50,"haarfoehn","lufballons zum platzen bringen",12,7,5,1.5,1,3,1,1
50,"haarfoehn","auto trocknen",12,7,6,1,1,1,1,1
50,"haarfoehn","plastik schmelzen",12,7,7,1.25,1,2,1,1
50,"haarfoehn","weitwurf wettbewerb",12,7,8,0.5,1,1,0,0
50,"haarfoehn","kaputt machen",12,7,9,0,0,0,0,0
51,"haarfoehn","enteisen der scheiben",12,7,1,1,1,1,1,1
51,"haarfoehn","zigaretten anzünden",12,7,2,1,2,0,2,0
51,"haarfoehn","hund belästigen",12,7,3,0.75,1,1,1,0
51,"haarfoehn","staub abblasen",12,7,4,1.5,2,1,1,2
51,"haarfoehn","geschirr fönen",12,7,5,1,1,1,1,1
51,"haarfoehn","tisch reinigen",12,7,6,1.25,2,1,1,1
51,"haarfoehn","auto ausblasen",12,7,7,0.5,0,1,1,0
51,"haarfoehn","staubsauger ausblasen",12,7,8,1.5,3,1,2,0
51,"haarfoehn","schloss enteisen",12,7,9,1,1,1,1,1
51,"haarfoehn","essen erwärmen",12,7,10,1.25,2,1,1,1
51,"haarfoehn","explosionen",12,7,11,0.75,1,0,0,2
52,"haarfoehn","trocknen",12,7,1,0.5,1,1,0,0
52,"haarfoehn","erwärmen",12,7,2,1,1,1,1,1
52,"haarfoehn","gebäse",12,7,3,0.25,1,0,0,0
53,"haarfoehn","wäsche trocknen",12,7,1,0.75,1,0,1,1
53,"haarfoehn","haare von tieren trocknen",12,7,2,0.5,1,1,0,0
53,"haarfoehn","um warme luft zu erzeugen",12,7,3,0.5,1,0,0,1
53,"haarfoehn","sich zu wärme",12,7,4,1,1,1,1,1
53,"haarfoehn","wasser oder andere flüssigkeit zu verdunsten",12,7,5,1,1,0,1,2
53,"haarfoehn","um jemanden zu verbrennen",12,7,6,0.75,0,1,1,1
53,"haarfoehn","weh zu tun",12,7,7,0.5,0,1,1,0
53,"haarfoehn","wind zu erzeugen",12,7,8,0.75,1,1,0,1
54,"haarfoehn","Kajal anschmelzen",12,7,1,1.5,1,2,1,2
54,"haarfoehn","Haare trocken",12,7,2,0,0,0,0,0
54,"haarfoehn","Klamotten trocknen",12,7,3,1,1,1,1,1
54,"haarfoehn","Teppich anzünden",12,7,4,1,1,0,2,1
54,"haarfoehn","sich zu wäremn",12,7,5,1,1,1,1,1
54,"haarfoehn","Jemanden erschlagen",12,7,6,0.75,1,1,1,0
54,"haarfoehn","den Raum heizen",12,7,7,1.25,2,1,1,1
54,"haarfoehn","Locken machen",12,7,8,0.5,1,1,0,0
54,"haarfoehn","etwas verkohlen",12,7,9,0.75,1,1,1,0
55,"haarfoehn","haare trocknen",12,7,1,0,0,0,0,0
55,"haarfoehn","styroporball schweben lassen",12,7,2,2,1,2,3,2
55,"haarfoehn","schnee schmelzen",12,7,3,1,1,1,1,1
55,"haarfoehn","elektrisieren (mit wasser)",12,7,4,1,1,1,1,1
55,"haarfoehn","für filmaufnahmen",12,7,5,1,1,1,1,1
55,"haarfoehn","zum schmutz wegblasen",12,7,6,1.5,1,2,1,2
55,"haarfoehn","zum bett vorwärmen",12,7,7,1.75,3,2,1,1
56,"haarfoehn","kleidertrocknen",12,7,1,1,1,1,1,1
56,"haarfoehn","kleider",12,7,2,1,1,1,1,1
56,"haarfoehn","grillen",12,7,3,1.25,2,1,1,1
56,"haarfoehn","winderzeugen",12,7,4,0.75,1,1,0,1
56,"haarfoehn","tintenfleckkunst",12,7,5,1.75,1,2,3,1
56,"haarfoehn","modernekunst",12,7,6,0.75,0,1,2,0
56,"haarfoehn","heizung",12,7,7,1.25,2,1,1,1
57,"haarfoehn","wind-machen",12,7,1,0.75,1,1,0,1
57,"haarfoehn","föhnen",12,7,2,0,0,0,0,0
57,"haarfoehn","gebläse",12,7,3,0.25,1,0,0,0
58,"haarfoehn","Haare föhnen",12,7,1,0,0,0,0,0
58,"haarfoehn","Wäsche trocknen",12,7,2,0.75,1,0,1,1
58,"haarfoehn","erwärmen",12,7,3,1,1,1,1,1
58,"haarfoehn","auftauen",12,7,4,1.25,1,2,1,1
58,"haarfoehn","erhitzen",12,7,5,1,1,1,1,1
58,"haarfoehn","entflammen",12,7,6,1,1,1,1,1
58,"haarfoehn","Brand legen",12,7,7,1.5,1,2,2,1
58,"haarfoehn","Selbstmord(Badewanne)",12,7,8,1,1,1,1,1
58,"haarfoehn","Mord(Badewanne)",12,7,9,1,1,1,1,1
58,"haarfoehn","Tiere föhnen",12,7,10,0.75,1,1,1,0
58,"haarfoehn","Schuhe trocknen",12,7,11,1,1,1,1,1
58,"haarfoehn","Windmaschine",12,7,12,1,1,1,1,1
58,"haarfoehn","Ventilator",12,7,13,2,3,2,2,1
58,"haarfoehn","Lärm machen",12,7,14,0.75,1,1,1,0
58,"haarfoehn","Styling",12,7,15,0,0,0,0,0
59,"haarfoehn","haare",12,7,1,0,0,0,0,0
59,"haarfoehn","wachsflecken entfernen",12,7,2,1.25,1,1,1,2
59,"haarfoehn","wäsche trocknen",12,7,3,0.75,1,0,1,1
59,"haarfoehn","sich vom wind aus dem föhn ""streicheln"" lassen",12,7,4,1.5,2,1,2,1
59,"haarfoehn","brösel wegblasen",12,7,5,1.5,2,1,1,2
59,"haarfoehn","papierschnitzel wegblasen",12,7,6,1,1,1,1,1
60,"haarfoehn","haare föhnen",12,7,1,0,0,0,0,0
60,"haarfoehn","hose trocknen",12,7,2,1,1,1,1,1
60,"haarfoehn","angelaufene scheibe freiföhnen",12,7,3,1,1,1,1,1
60,"haarfoehn","enteiser",12,7,4,1,1,1,1,1
60,"haarfoehn","klebertrockner",12,7,5,1,1,1,1,1
60,"haarfoehn","körper wärmen",12,7,6,1,1,1,1,1
60,"haarfoehn","bad wärmen",12,7,7,1.25,2,1,1,1
60,"haarfoehn","nasse kleider trocknen",12,7,8,1,1,1,1,1
61,"haarfoehn","Wäsche trocknen",12,7,1,0.75,1,0,1,1
61,"haarfoehn","Ventilator",12,7,2,2,3,2,2,1
61,"haarfoehn","Haare föhnen",12,7,3,0,0,0,0,0
61,"haarfoehn","Feuer",12,7,4,0.75,1,1,1,0
61,"haarfoehn","kaputt",12,7,5,0,0,0,0,0
61,"haarfoehn","zum Wärmen",12,7,6,1.5,2,1,1,2
62,"haarfoehn","trocknen",12,7,1,0.5,1,1,0,0
62,"haarfoehn","blasen",12,7,2,0.25,1,0,0,0
62,"haarfoehn","luftzufuhr",12,7,3,1,1,1,1,1
62,"haarfoehn","beim grillen",12,7,4,1,1,1,1,1
62,"haarfoehn","fell trocknen",12,7,5,0.75,1,1,1,0
62,"haarfoehn","ins wasser werfen",12,7,6,0.75,1,1,0,1
62,"haarfoehn","aufblasen",12,7,7,1,1,2,0,1
62,"haarfoehn","staubwischen",12,7,8,1.5,2,1,1,2
62,"haarfoehn","ventilator",12,7,9,2,3,2,2,1
63,"haarfoehn","haare trocken",12,7,1,0,0,0,0,0
63,"haarfoehn","auf leute werfen",12,7,2,0.25,0,1,0,0
63,"haarfoehn","verteidigungswaffe",12,7,3,0.75,1,1,1,0
63,"haarfoehn","als selbstmordmittel",12,7,4,1,1,1,1,1
63,"haarfoehn","kabel ausbauen für andere zwecke",12,7,5,1,0,2,1,1
63,"haarfoehn","zimmer heizen",12,7,6,1.25,2,1,1,1
63,"haarfoehn","autotür enteisen",12,7,7,1,1,1,1,1
63,"haarfoehn","autoscheibe enteisen",12,7,8,1,1,1,1,1
63,"haarfoehn","haustür enteisen",12,7,9,1,1,1,1,1
63,"haarfoehn","hauseingang enteisen",12,7,10,1,1,1,1,1
63,"haarfoehn","hausfenster enteisen",12,7,11,1,1,1,1,1
63,"haarfoehn","in augen fönen um zu erkranken (simulieren",12,7,12,1.5,0,2,3,1
63,"haarfoehn","mitbringsel",12,7,13,0.5,0,1,1,0
64,"haarfoehn","einen ball jonglieren",12,7,1,1.75,1,2,2,2
64,"haarfoehn","seifenblasen produzieren",12,7,2,1.75,2,1,2,2
64,"haarfoehn","wasser vor sich hertreiben",12,7,3,0.75,1,0,1,1
64,"haarfoehn","etwas erhitzen",12,7,4,1,1,1,1,1
64,"haarfoehn","ein haus heizen",12,7,5,1,1,1,1,1
64,"haarfoehn","etwas festes verflüssigen",12,7,6,1.5,1,2,2,1
64,"haarfoehn","lärm machen",12,7,7,0.75,1,1,1,0
64,"haarfoehn","farbe",12,7,8,0.75,1,1,0,1
64,"haarfoehn","auf eine leinwand blasen",12,7,9,0.75,1,1,0,1
64,"haarfoehn","federn schweben lassen",12,7,10,1.5,1,2,2,1
65,"haarfoehn","trocknen",12,7,1,0.5,1,1,0,0
65,"haarfoehn","wind erzeugen",12,7,2,0.75,1,1,0,1
65,"haarfoehn","wärme erzeugen",12,7,3,0.75,1,1,0,1
65,"haarfoehn","geräusch machen",12,7,4,0.5,1,1,0,0
65,"haarfoehn","leute auf die nerven gehen",12,7,5,0.75,1,1,1,0
65,"haarfoehn","entfeuchten",12,7,6,1,1,1,1,1
65,"haarfoehn","strom verbrauchen",12,7,7,0.5,1,1,0,0
65,"haarfoehn","styling",12,7,8,0,0,0,0,0
65,"haarfoehn","spielen (pistole kinder)",12,7,9,1,1,1,1,1
65,"haarfoehn","kühle erzeugen",12,7,10,1,1,1,1,1
65,"haarfoehn","knopf drücken",12,7,11,0,0,0,0,0
66,"haarfoehn","Windmaschine",12,7,1,1,1,1,1,1
66,"haarfoehn","Requisite",12,7,2,1,1,1,1,1
66,"haarfoehn","Wärmequelle",12,7,3,0.75,1,1,0,1
66,"haarfoehn","Ventilator",12,7,4,2,3,2,2,1
66,"haarfoehn","Haare trocknen",12,7,5,0,0,0,0,0
66,"haarfoehn","Trockner",12,7,6,0.75,1,1,0,1
66,"haarfoehn","Auftauen von Lebensmitteln",12,7,7,1.5,2,2,1,1
66,"haarfoehn","Federn im Raum verteilen",12,7,8,1.25,1,2,1,1
66,"haarfoehn","Um jemanden zu schlagen",12,7,9,0.75,1,1,1,0
66,"haarfoehn","um etwas aufzuwirbeln",12,7,10,1,1,1,1,1
67,"haarfoehn","anstatt eines Handtuchs",12,7,1,1,1,2,0,1
67,"haarfoehn","zum Wasserkochen",12,7,2,1,2,0,2,0
67,"haarfoehn","Essen erwärmen",12,7,3,1.25,2,1,1,1
67,"haarfoehn","im Winter zum Wärmen",12,7,4,1,1,1,1,1
67,"haarfoehn","anstatt Schnee schaufeln, Schnee schmelzen",12,7,5,1.5,2,2,1,1
67,"haarfoehn","Löffel verbiegen",12,7,6,1.25,1,1,2,1
67,"haarfoehn","Ei ausbrüten",12,7,7,2.5,3,3,2,2
67,"haarfoehn","musizieren",12,7,8,1.5,1,2,2,1
67,"haarfoehn","Laubgebläse",12,7,9,1.25,1,2,1,1
68,"haarfoehn","kochen",12,7,1,1.25,2,1,2,0
68,"haarfoehn","warmhalten",12,7,2,1,1,1,1,1
68,"haarfoehn","Tiefkühlsachen auftauen",12,7,3,1.5,2,2,1,1
68,"haarfoehn","Gummi erwichen",12,7,4,1,1,1,1,1
68,"haarfoehn","Feuer machen",12,7,5,1.25,1,1,1,2
68,"haarfoehn","schmelzen",12,7,6,1.25,2,1,1,1
68,"haarfoehn","Hose trocknen",12,7,7,1,1,1,1,1
69,"haarfoehn","trocknen",12,7,1,0.5,1,1,0,0
69,"haarfoehn","wind machen",12,7,2,1,1,1,1,1
69,"haarfoehn","heiß machen",12,7,3,1,1,1,1,1
69,"haarfoehn","essen erwärmen",12,7,4,1.25,2,1,1,1
69,"haarfoehn","material erweichen",12,7,5,1.25,1,1,2,1
69,"haarfoehn","mit Tischtennisball spielen",12,7,6,1.25,1,1,1,2
70,"haarfoehn","zum essenaufwärmen",12,7,1,1.25,2,1,1,1
70,"haarfoehn","als wäschetrockner",12,7,2,0.75,1,0,1,1
70,"haarfoehn","als waffe",12,7,3,0.75,1,1,1,0
70,"haarfoehn","wimpertuschetrockner",12,7,4,1.75,2,1,1,3
70,"haarfoehn","statt staubsaugen staub wegblasen",12,7,5,1,1,0,1,2
70,"haarfoehn","gegen halsweh (hals erwärmen)",12,7,6,1.5,1,2,2,1
70,"haarfoehn","henna tatootrockner",12,7,7,1.25,1,2,1,1
70,"haarfoehn","instrument (föhngeräusch)",12,7,8,1.25,1,1,2,1
71,"haarfoehn","Haare trocknen",12,7,1,0,0,0,0,0
71,"haarfoehn","stylen",12,7,2,0,0,0,0,0
71,"haarfoehn","Hund trocknen",12,7,3,0.75,1,1,1,0
71,"haarfoehn","Effekte zum Fotografieren",12,7,4,1.25,1,1,2,1
71,"haarfoehn","Kleidung schneller trocknen",12,7,5,1,1,1,1,1
71,"haarfoehn","um mit nem Tischtennisball zu spielen, ohne ihn zu berühren",12,7,6,2.5,3,2,2,3
71,"haarfoehn","zum befestigen von Aufnähern, auf Grund der Hitze",12,7,7,2,1,3,2,2
72,"haarfoehn","als Hammer",12,7,1,1.5,1,2,2,1
72,"haarfoehn","um Eis zu schmelzen",12,7,2,1,1,1,1,1
73,"haarfoehn","selbstmord - badewanne",12,7,1,1,1,1,1,1
73,"haarfoehn","haare föhnen",12,7,2,0,0,0,0,0
73,"haarfoehn","wäsche trocknen",12,7,3,0.75,1,0,1,1
73,"haarfoehn","geschirr trocknen",12,7,4,1,1,1,1,1
73,"haarfoehn","laub blasen",12,7,5,1.25,1,2,1,1
73,"haarfoehn","staub wegblasen",12,7,6,1.5,2,1,1,2
73,"haarfoehn","ventilator",12,7,7,2,3,2,2,1
73,"haarfoehn","heizung",12,7,8,1.25,2,1,1,1
73,"haarfoehn","wimperntusche zum trocknen bringen",12,7,9,1.75,2,1,1,3
73,"haarfoehn","nagellack trocknen",12,7,10,1,1,1,1,1
73,"haarfoehn","spinne wegscheuchen",12,7,11,1.5,2,2,1,1
73,"haarfoehn","becher hin und her wirbeln",12,7,12,0.75,1,1,1,0
73,"haarfoehn","krach machen",12,7,13,0.75,1,1,1,0
74,"haarfoehn","trocknen",12,7,1,0.5,1,1,0,0
74,"haarfoehn","wärmen",12,7,2,0.75,1,1,0,1
74,"haarfoehn","kochen",12,7,3,1.25,2,1,2,0
74,"haarfoehn","lärmen",12,7,4,0.75,1,1,1,0
74,"haarfoehn","erwärmen",12,7,5,1,1,1,1,1
74,"haarfoehn","nägel einschlagen",12,7,6,1.25,1,1,2,1
74,"haarfoehn","erhitzen",12,7,7,1,1,1,1,1
74,"haarfoehn","feuer machen",12,7,8,1.25,1,1,1,2
74,"haarfoehn","singen",12,7,9,1.25,1,1,2,1
74,"haarfoehn","lärmen",12,7,10,0.75,1,1,1,0
74,"haarfoehn","verärgern",12,7,11,0.25,0,0,1,0
74,"haarfoehn","löten",12,7,12,1,1,0,3,0
75,"haarfoehn","als mordinstrument",12,7,1,1,1,1,1,1
75,"haarfoehn","als selbstmordinstrument",12,7,2,1,1,1,1,1
75,"haarfoehn","um dem hund die haare zu föhnen",12,7,3,0.75,1,1,1,0
75,"haarfoehn","um wäsche zu trocknen",12,7,4,0.75,1,0,1,1
75,"haarfoehn","um den boden zu trocknen",12,7,5,1,1,1,1,1
75,"haarfoehn","um einen kurzschluss zu erzeugen",12,7,6,1.25,1,2,1,1
75,"haarfoehn","als geschenk",12,7,7,0,0,0,0,0
75,"haarfoehn","als schmuck",12,7,8,0.25,0,0,1,0
75,"haarfoehn","als erpressungsgegenstand",12,7,9,0.75,0,1,2,0
75,"haarfoehn","als musikinstrument",12,7,10,1.5,1,2,2,1
75,"haarfoehn","als dekoration",12,7,11,0.5,0,1,1,0
75,"haarfoehn","als halsschmuck bzw krawatte",12,7,12,0.75,0,1,1,1
76,"haarfoehn","kinder wärmen",12,7,1,1,1,1,1,1
76,"haarfoehn","wurst braten",12,7,2,1.25,2,1,2,0
76,"haarfoehn","werfen",12,7,3,0,0,0,0,0
76,"haarfoehn","die hose damit ausstopfen",12,7,4,0.75,0,0,1,2
76,"haarfoehn","schiff antreiben",12,7,5,1.5,1,2,2,1
76,"haarfoehn","einbrecher abschrecken",12,7,6,0.75,1,1,1,0
76,"haarfoehn","hammerwerfen",12,7,7,1.5,1,2,3,0
76,"haarfoehn","schwiegermutter ""abstellen""",12,7,8,1.25,2,2,1,0
77,"haarfoehn","haare trocknen",12,7,1,0,0,0,0,0
77,"haarfoehn","nasse kleider trocknen",12,7,2,1,1,1,1,1
77,"haarfoehn","lärm machen",12,7,3,0.75,1,1,1,0
77,"haarfoehn","staub wischen",12,7,4,1.5,2,1,1,2
77,"haarfoehn","sich die frisur richten",12,7,5,0,0,0,0,0
77,"haarfoehn","jemanden erschrecken",12,7,6,0.75,1,1,1,0
77,"haarfoehn","in die badewanne werfen",12,7,7,1,1,1,1,1
77,"haarfoehn","sich die hände wärmen",12,7,8,1,1,1,1,1
77,"haarfoehn","sich daran wärmen",12,7,9,1,1,1,1,1
77,"haarfoehn","essen aufwärmen",12,7,10,1.25,2,1,1,1
77,"haarfoehn","die ohren durchputzen",12,7,11,0.75,1,1,1,0
77,"haarfoehn","frischluft",12,7,12,1,1,1,1,1
77,"haarfoehn","lärm machen",12,7,13,0.75,1,1,1,0
78,"haarfoehn","haare föhnen",12,7,1,0,0,0,0,0
78,"haarfoehn","lack trocknen",12,7,2,1,1,1,1,1
78,"haarfoehn","staub wischen",12,7,3,1.5,2,1,1,2
78,"haarfoehn","ungeziefer vertreiben",12,7,4,1.25,2,1,1,1
78,"haarfoehn","leute schrecken",12,7,5,0.75,1,1,1,0
78,"haarfoehn","Als kinderspielwaffe",12,7,6,1,1,1,1,1
78,"haarfoehn","im Fasching als Laserpistole",12,7,7,1.25,1,1,2,1
78,"haarfoehn","zum auseinandernehmen",12,7,8,0.5,1,1,0,0
78,"haarfoehn","zum Klebstoff trocknen bei Basteln",12,7,9,0.75,1,0,1,1
78,"haarfoehn","hund verscheuchen zu hause",12,7,10,1.5,2,1,2,1
78,"haarfoehn","katze ärgern",12,7,11,1.25,2,2,1,0
78,"haarfoehn","nachbarn schrecken",12,7,12,0.75,1,1,1,0
78,"haarfoehn","wüstenwind spielen",12,7,13,1.25,1,2,1,1
79,"haarfoehn","Ballancieren eines Tischtennisballs",12,7,1,1.75,1,2,2,2
79,"haarfoehn","Föhnen",12,7,2,0,0,0,0,0
79,"haarfoehn","Trocknen",12,7,3,0.5,1,1,0,0
79,"haarfoehn","zum Haare Wegblasen beim Friseur",12,7,4,0.25,0,0,0,1
79,"haarfoehn","zum auseinanderbauen",12,7,5,0.5,1,1,0,0
79,"haarfoehn","zum wärmen",12,7,6,1.5,2,1,1,2
79,"haarfoehn","Zum Stromverbrauchen",12,7,7,0.75,0,2,1,0
79,"haarfoehn","Für ein Bootsantrieb",12,7,8,1.25,1,2,1,1
80,"haarfoehn","Haare trocknen",12,7,1,0,0,0,0,0
80,"haarfoehn","Hände trocknen",12,7,2,1,1,1,1,1
80,"haarfoehn","Feuer machen",12,7,3,1.25,1,1,1,2
80,"haarfoehn","Wäsche trocknen",12,7,4,0.75,1,0,1,1
81,"haarfoehn","föhnen",12,7,1,0,0,0,0,0
81,"haarfoehn","haare trocknen",12,7,2,0,0,0,0,0
81,"haarfoehn","anwärmen",12,7,3,0.75,1,1,0,1
81,"haarfoehn","fingernägel trocknen",12,7,4,1,1,1,1,1
81,"haarfoehn","handy trocknen nachdem es im waser reingefallen ist",12,7,5,1,1,1,1,1
81,"haarfoehn","hund trocknen nach gassigehen",12,7,6,0.75,1,1,1,0
81,"haarfoehn","vollbart des mannes trocknen",12,7,7,0.75,1,0,1,1
81,"haarfoehn","untere haare trocknen""g""",12,7,8,0,0,0,0,0
81,"haarfoehn","augen austrocknen",12,7,9,1,1,1,1,1
81,"haarfoehn","geschenk",12,7,10,0,0,0,0,0
81,"haarfoehn","zum lärmen",12,7,11,0.75,1,1,1,0
81,"haarfoehn","zum wind erzeugen",12,7,12,1,1,1,1,1
